"model","outcome","cond_a","cond_b","kappa"
"Llama-4","OL","A","C.OL_batch_conf",0.632201356872446
"Llama-4","OL","A","C.OL_conf",0.81339753159101
"Llama-4","OL","A_batch","A_batch_conf",0.819701751801044
"Llama-4","OL","A_batch","A_conf",0.562858924436731
"Llama-4","OL","A_batch","B",0.701252350148179
"Llama-4","OL","A_batch","B_batch",0.807416559887729
"Llama-4","OL","A_batch","B_batch_conf",0.795970465032625
"Llama-4","OL","A_batch","B_conf",0.689516129032258
"Llama-4","OL","A_batch","C.OL",0.679151334974129
"Llama-4","OL","A_batch","C.OL_batch",0.822125037716942
"Llama-4","OL","A_batch","C.OL_batch_conf",0.800205072529328
"Llama-4","OL","A_batch","C.OL_conf",0.68940863403921
"Llama-4","OL","A_batch_conf","A_conf",0.6565939825538
"Llama-4","OL","A_batch_conf","B",0.766688788026024
"Llama-4","OL","A_batch_conf","B_batch",0.834412100073781
"Llama-4","OL","A_batch_conf","B_batch_conf",0.838735630383489
"Llama-4","OL","A_batch_conf","B_conf",0.767319277108434
"Llama-4","OL","A_batch_conf","C.OL",0.758191822321176
"Llama-4","OL","A_batch_conf","C.OL_batch",0.830335360278291
"Llama-4","OL","A_batch_conf","C.OL_batch_conf",0.824548366854916
"Llama-4","OL","A_batch_conf","C.OL_conf",0.769241798748977
"Llama-4","OL","A_conf","B",0.762500353816978
"Llama-4","OL","A_conf","B_batch",0.647979965309582
"Llama-4","OL","A_conf","B_batch_conf",0.656985764491934
"Llama-4","OL","A_conf","B_conf",0.791931097008159
"Llama-4","OL","A_conf","C.OL",0.808177437250562
"Llama-4","OL","A_conf","C.OL_batch",0.6155838427171
"Llama-4","OL","A_conf","C.OL_batch_conf",0.600871173128979
"Llama-4","OL","A_conf","C.OL_conf",0.781063859508365
"Llama-4","OL","B","B_batch",0.780960477462785
"Llama-4","OL","B","B_batch_conf",0.775278079539014
"Llama-4","OL","B","B_conf",0.917582417582418
"Llama-4","OL","B","C.OL",0.890505389039114
"Llama-4","OL","B","C.OL_batch",0.739018513963732
"Llama-4","OL","B","C.OL_batch_conf",0.722762479953595
"Llama-4","OL","B","C.OL_conf",0.883333125925557
"Llama-4","OL","B_batch","B_batch_conf",0.871491616656358
"Llama-4","OL","B_batch","B_conf",0.759911894273128
"Llama-4","OL","B_batch","C.OL",0.751031441172286
"Llama-4","OL","B_batch","C.OL_batch",0.819597493102843
"Llama-4","OL","B_batch","C.OL_batch_conf",0.803745427470784
"Llama-4","OL","B_batch","C.OL_conf",0.757404622862538
"Llama-4","OL","B_batch_conf","B_conf",0.769317329332333
"Llama-4","OL","B_batch_conf","C.OL",0.764801592531826
"Llama-4","OL","B_batch_conf","C.OL_batch",0.852090687994424
"Llama-4","OL","B_batch_conf","C.OL_batch_conf",0.842561493628371
"Llama-4","OL","B_batch_conf","C.OL_conf",0.760045357007866
"Llama-4","OL","B_conf","C.OL",0.898058252427184
"Llama-4","OL","B_conf","C.OL_batch",0.737420269312544
"Llama-4","OL","B_conf","C.OL_batch_conf",0.727272727272727
"Llama-4","OL","B_conf","C.OL_conf",0.89540412044374
"Llama-4","OL","C.OL","C.OL_batch",0.73736005042687
"Llama-4","OL","C.OL","C.OL_batch_conf",0.724871606749817
"Llama-4","OL","C.OL","C.OL_conf",0.913473186301844
"Llama-4","OL","C.OL_batch","C.OL_batch_conf",0.90066251219589
"Llama-4","OL","C.OL_batch","C.OL_conf",0.739280597409835
"Llama-4","OL","C.OL_batch_conf","C.OL_conf",0.73359458251693
"GPT-4o-mini","HS","A","A_batch",0.808846258532189
"GPT-4o-mini","HS","A","A_batch_conf",0.812980308682425
"GPT-4o-mini","HS","A","A_conf",0.923849469323105
"GPT-4o-mini","HS","A","B",0.920251644203057
"GPT-4o-mini","HS","A","B_batch",0.842190939485201
"GPT-4o-mini","HS","A","B_batch_conf",0.823612825986414
"GPT-4o-mini","HS","A","B_conf",0.911590487136416
"GPT-4o-mini","HS","A","C.HS",0.881324989344402
"GPT-4o-mini","HS","A","C.HS_batch",0.847083128125253
"GPT-4o-mini","HS","A","C.HS_batch_conf",0.824804399264591
"GPT-4o-mini","HS","A","C.HS_conf",0.875285689421166
"GPT-4o-mini","HS","A_batch","A_batch_conf",0.886770334715771
"GPT-4o-mini","HS","A_batch","A_conf",0.780472447762795
"GPT-4o-mini","HS","A_batch","B",0.777772745030319
"GPT-4o-mini","HS","A_batch","B_batch",0.86103009298974
"GPT-4o-mini","HS","A_batch","B_batch_conf",0.806373640714588
"GPT-4o-mini","HS","A_batch","B_conf",0.804708330811116
"GPT-4o-mini","HS","A_batch","C.HS",0.734090934403528
"GPT-4o-mini","HS","A_batch","C.HS_batch",0.822619622084429
"GPT-4o-mini","HS","A_batch","C.HS_batch_conf",0.766956366417157
"GPT-4o-mini","HS","A_batch","C.HS_conf",0.738002070038463
"GPT-4o-mini","HS","A_batch_conf","A_conf",0.802435507803797
"GPT-4o-mini","HS","A_batch_conf","B",0.797071652665313
"GPT-4o-mini","HS","A_batch_conf","B_batch",0.851958287070298
"GPT-4o-mini","HS","A_batch_conf","B_batch_conf",0.825536650669503
"GPT-4o-mini","HS","A_batch_conf","B_conf",0.81313717015501
"GPT-4o-mini","HS","A_batch_conf","C.HS",0.758432037033961
"GPT-4o-mini","HS","A_batch_conf","C.HS_batch",0.833476472705731
"GPT-4o-mini","HS","A_batch_conf","C.HS_batch_conf",0.795392942651763
"GPT-4o-mini","HS","A_batch_conf","C.HS_conf",0.766378718068878
"GPT-4o-mini","HS","A_conf","B",0.914237648163039
"GPT-4o-mini","HS","A_conf","B_batch",0.821187010912715
"GPT-4o-mini","HS","A_conf","B_batch_conf",0.826927118460146
"GPT-4o-mini","HS","A_conf","B_conf",0.904509239768995
"GPT-4o-mini","HS","A_conf","C.HS",0.890404816923856
"GPT-4o-mini","HS","A_conf","C.HS_batch",0.846235599239866
"GPT-4o-mini","HS","A_conf","C.HS_batch_conf",0.8357634885198
"GPT-4o-mini","HS","A_conf","C.HS_conf",0.893891650678617
"GPT-4o-mini","HS","B","B_batch",0.831305735604989
"GPT-4o-mini","HS","B","B_batch_conf",0.831508119245487
"GPT-4o-mini","HS","B","B_conf",0.918903407720395
"GPT-4o-mini","HS","B","C.HS",0.925050965343566
"GPT-4o-mini","HS","B","C.HS_batch",0.860502632494876
"GPT-4o-mini","HS","B","C.HS_batch_conf",0.843104511495664
"GPT-4o-mini","HS","B","C.HS_conf",0.912177268481579
"GPT-4o-mini","HS","B_batch","B_batch_conf",0.872381900668242
"GPT-4o-mini","HS","B_batch","B_conf",0.856520843543793
"GPT-4o-mini","HS","B_batch","C.HS",0.793506385878323
"GPT-4o-mini","HS","B_batch","C.HS_batch",0.889159257672956
"GPT-4o-mini","HS","B_batch","C.HS_batch_conf",0.836011126333707
"GPT-4o-mini","HS","B_batch","C.HS_conf",0.793092508339521
"GPT-4o-mini","HS","B_batch_conf","B_conf",0.830640940747928
"GPT-4o-mini","HS","B_batch_conf","C.HS",0.81248329396619
"GPT-4o-mini","HS","B_batch_conf","C.HS_batch",0.877614012573259
"GPT-4o-mini","HS","B_batch_conf","C.HS_batch_conf",0.88871866713637
"GPT-4o-mini","HS","B_batch_conf","C.HS_conf",0.820136777804878
"GPT-4o-mini","HS","B_conf","C.HS",0.873136825705085
"GPT-4o-mini","HS","B_conf","C.HS_batch",0.856939082567783
"GPT-4o-mini","HS","B_conf","C.HS_batch_conf",0.830362269272082
"GPT-4o-mini","HS","B_conf","C.HS_conf",0.876696958113957
"GPT-4o-mini","HS","C.HS","C.HS_batch",0.835858079247719
"GPT-4o-mini","HS","C.HS","C.HS_batch_conf",0.835952667599432
"GPT-4o-mini","HS","C.HS","C.HS_conf",0.942463171917335
"GPT-4o-mini","HS","C.HS_batch","C.HS_batch_conf",0.902748785044681
"GPT-4o-mini","HS","C.HS_batch","C.HS_conf",0.83669940574071
"GPT-4o-mini","HS","C.HS_batch_conf","C.HS_conf",0.846217214458563
"GPT-5.4","HS","A","A_batch",0.808195747582854
"GPT-5.4","HS","A","A_batch_conf",0.809312799651315
"GPT-5.4","HS","A","A_conf",0.85259573022896
"GPT-5.4","HS","A","B",0.888443152397699
"GPT-5.4","HS","A","B_batch",0.805660079763863
"GPT-5.4","HS","A","B_batch_conf",0.805035246142094
"GPT-5.4","HS","A","B_conf",0.813116227863027
"GPT-5.4","HS","A","C.HS",0.875542389340282
"GPT-5.4","HS","A","C.HS_batch",0.825608770716225
"GPT-5.4","HS","A","C.HS_batch_conf",0.823151788819656
"GPT-5.4","HS","A","C.HS_conf",0.875724937862469
"GPT-5.4","HS","A_batch","A_batch_conf",0.888802763413898
"GPT-5.4","HS","A_batch","A_conf",0.745865216346979
"GPT-5.4","HS","A_batch","B",0.813739699703612
"GPT-5.4","HS","A_batch","B_batch",0.892003267392056
"GPT-5.4","HS","A_batch","B_batch_conf",0.850038647757893
"GPT-5.4","HS","A_batch","B_conf",0.694618225007937
"GPT-5.4","HS","A_batch","C.HS",0.768365135162453
"GPT-5.4","HS","A_batch","C.HS_batch",0.854989956711817
"GPT-5.4","HS","A_batch","C.HS_batch_conf",0.84724138305615
"GPT-5.4","HS","A_batch","C.HS_conf",0.768635369342083
"GPT-5.4","HS","A_batch_conf","A_conf",0.75223966610202
"GPT-5.4","HS","A_batch_conf","B",0.812933044499198
"GPT-5.4","HS","A_batch_conf","B_batch",0.856668117680784
"GPT-5.4","HS","A_batch_conf","B_batch_conf",0.866187438371314
"GPT-5.4","HS","A_batch_conf","B_conf",0.71796400726327
"GPT-5.4","HS","A_batch_conf","C.HS",0.777277763183443
"GPT-5.4","HS","A_batch_conf","C.HS_batch",0.8650873252949
"GPT-5.4","HS","A_batch_conf","C.HS_batch_conf",0.871768002117896
"GPT-5.4","HS","A_batch_conf","C.HS_conf",0.786105407255305
"GPT-5.4","HS","A_conf","B",0.844852459320083
"GPT-5.4","HS","A_conf","B_batch",0.767627287384474
"GPT-5.4","HS","A_conf","B_batch_conf",0.781155181493023
"GPT-5.4","HS","A_conf","B_conf",0.891042387105645
"GPT-5.4","HS","A_conf","C.HS",0.88463257296079
"GPT-5.4","HS","A_conf","C.HS_batch",0.800376888434635
"GPT-5.4","HS","A_conf","C.HS_batch_conf",0.787951963587992
"GPT-5.4","HS","A_conf","C.HS_conf",0.889672898329332
"GPT-5.4","HS","B","B_batch",0.823977402448068
"GPT-5.4","HS","B","B_batch_conf",0.813327554354939
"GPT-5.4","HS","B","B_conf",0.803612100368587
"GPT-5.4","HS","B","C.HS",0.86975863443627
"GPT-5.4","HS","B","C.HS_batch",0.825011916366431
"GPT-5.4","HS","B","C.HS_batch_conf",0.820467177047653
"GPT-5.4","HS","B","C.HS_conf",0.858632467033091
"GPT-5.4","HS","B_batch","B_batch_conf",0.859006693580036
"GPT-5.4","HS","B_batch","B_conf",0.724303914657502
"GPT-5.4","HS","B_batch","C.HS",0.786168484834522
"GPT-5.4","HS","B_batch","C.HS_batch",0.855833392830663
"GPT-5.4","HS","B_batch","C.HS_batch_conf",0.854094524514899
"GPT-5.4","HS","B_batch","C.HS_conf",0.786435412891535
"GPT-5.4","HS","B_batch_conf","B_conf",0.743328704877461
"GPT-5.4","HS","B_batch_conf","C.HS",0.786878563182137
"GPT-5.4","HS","B_batch_conf","C.HS_batch",0.850584732938754
"GPT-5.4","HS","B_batch_conf","C.HS_batch_conf",0.857220355868422
"GPT-5.4","HS","B_batch_conf","C.HS_conf",0.796082102025807
"GPT-5.4","HS","B_conf","C.HS",0.865075255222134
"GPT-5.4","HS","B_conf","C.HS_batch",0.758432094672622
"GPT-5.4","HS","B_conf","C.HS_batch_conf",0.759099487517119
"GPT-5.4","HS","B_conf","C.HS_conf",0.875387055358356
"GPT-5.4","HS","C.HS","C.HS_batch",0.80347082435056
"GPT-5.4","HS","C.HS","C.HS_batch_conf",0.798257915543359
"GPT-5.4","HS","C.HS","C.HS_conf",0.902990724966875
"GPT-5.4","HS","C.HS_batch","C.HS_batch_conf",0.909763063586961
"GPT-5.4","HS","C.HS_batch","C.HS_conf",0.819349658771578
"GPT-5.4","HS","C.HS_batch_conf","C.HS_conf",0.812123681470415
"Mistral-Large-3","HS","A","A_batch",0.758604651162791
"Mistral-Large-3","HS","A","A_batch_conf",0.731310546518004
"Mistral-Large-3","HS","A","A_conf",0.836498877245509
"Mistral-Large-3","HS","A","B",0.753189550425274
"Mistral-Large-3","HS","A","B_batch",0.686584651435266
"Mistral-Large-3","HS","A","B_batch_conf",0.697227626459144
"Mistral-Large-3","HS","A","B_conf",0.659725093013642
"Mistral-Large-3","HS","A","C.HS",0.699226804123711
"Mistral-Large-3","HS","A","C.HS_batch",0.685299295774648
"Mistral-Large-3","HS","A","C.HS_batch_conf",0.698951643369852
"Mistral-Large-3","HS","A","C.HS_conf",0.610841594600295
"Mistral-Large-3","HS","A_batch","A_batch_conf",0.8711281935338
"Mistral-Large-3","HS","A_batch","A_conf",0.761211148067439
"Mistral-Large-3","HS","A_batch","B",0.621075424034644
"Mistral-Large-3","HS","A_batch","B_batch",0.761299435028249
"Mistral-Large-3","HS","A_batch","B_batch_conf",0.759718144450969
"Mistral-Large-3","HS","A_batch","B_conf",0.572628759284062
"Mistral-Large-3","HS","A_batch","C.HS",0.574711246200608
"Mistral-Large-3","HS","A_batch","C.HS_batch",0.750441852244609
"Mistral-Large-3","HS","A_batch","C.HS_batch_conf",0.798592686584381
"Mistral-Large-3","HS","A_batch","C.HS_conf",0.52094627895515
"Mistral-Large-3","HS","A_batch_conf","A_conf",0.750535408564543
"Mistral-Large-3","HS","A_batch_conf","B",0.58516035336223
"Mistral-Large-3","HS","A_batch_conf","B_batch",0.730710592602413
"Mistral-Large-3","HS","A_batch_conf","B_batch_conf",0.744174393534715
"Mistral-Large-3","HS","A_batch_conf","B_conf",0.528608109161867
"Mistral-Large-3","HS","A_batch_conf","C.HS",0.530424987679816
"Mistral-Large-3","HS","A_batch_conf","C.HS_batch",0.721556629715919
"Mistral-Large-3","HS","A_batch_conf","C.HS_batch_conf",0.790589106267957
"Mistral-Large-3","HS","A_batch_conf","C.HS_conf",0.470637656916434
"Mistral-Large-3","HS","A_conf","B",0.66892777812619
"Mistral-Large-3","HS","A_conf","B_batch",0.663485070974058
"Mistral-Large-3","HS","A_conf","B_batch_conf",0.666464021876175
"Mistral-Large-3","HS","A_conf","B_conf",0.619982324988553
"Mistral-Large-3","HS","A_conf","C.HS",0.614708017074881
"Mistral-Large-3","HS","A_conf","C.HS_batch",0.662368633618682
"Mistral-Large-3","HS","A_conf","C.HS_batch_conf",0.688454600371166
"Mistral-Large-3","HS","A_conf","C.HS_conf",0.546611803780583
"Mistral-Large-3","HS","B","B_batch",0.603677369741437
"Mistral-Large-3","HS","B","B_batch_conf",0.600898369943734
"Mistral-Large-3","HS","B","B_conf",0.784126070374901
"Mistral-Large-3","HS","B","C.HS",0.84105497576525
"Mistral-Large-3","HS","B","C.HS_batch",0.606338425638277
"Mistral-Large-3","HS","B","C.HS_batch_conf",0.580243873859576
"Mistral-Large-3","HS","B","C.HS_conf",0.703231037833021
"Mistral-Large-3","HS","B_batch","B_batch_conf",0.900526536229283
"Mistral-Large-3","HS","B_batch","B_conf",0.568619452753713
"Mistral-Large-3","HS","B_batch","C.HS",0.581316553727009
"Mistral-Large-3","HS","B_batch","C.HS_batch",0.871199247984381
"Mistral-Large-3","HS","B_batch","C.HS_batch_conf",0.836547656078987
"Mistral-Large-3","HS","B_batch","C.HS_conf",0.549450695608225
"Mistral-Large-3","HS","B_batch_conf","B_conf",0.558423276713385
"Mistral-Large-3","HS","B_batch_conf","C.HS",0.572600546921897
"Mistral-Large-3","HS","B_batch_conf","C.HS_batch",0.865080614332936
"Mistral-Large-3","HS","B_batch_conf","C.HS_batch_conf",0.846372157466146
"Mistral-Large-3","HS","B_batch_conf","C.HS_conf",0.533015604581444
"Mistral-Large-3","HS","B_conf","C.HS",0.751230888831303
"Mistral-Large-3","HS","B_conf","C.HS_batch",0.569401858559072
"Mistral-Large-3","HS","B_conf","C.HS_batch_conf",0.535562399252477
"Mistral-Large-3","HS","B_conf","C.HS_conf",0.806021005062112
"Mistral-Large-3","HS","C.HS","C.HS_batch",0.587027814891291
"Mistral-Large-3","HS","C.HS","C.HS_batch_conf",0.548527069564454
"Mistral-Large-3","HS","C.HS","C.HS_conf",0.757492491533005
"Mistral-Large-3","HS","C.HS_batch","C.HS_batch_conf",0.852898547589483
"Mistral-Large-3","HS","C.HS_batch","C.HS_conf",0.566659319079013
"Mistral-Large-3","HS","C.HS_batch_conf","C.HS_conf",0.516449405230214
"Mistral-Medium-3.5","HS","A","A_batch",0.791369189274948
"Mistral-Medium-3.5","HS","A","A_batch_conf",0.814154487744992
"Mistral-Medium-3.5","HS","A","A_conf",0.89469250210615
"Mistral-Medium-3.5","HS","A","B",0.816805785282917
"Mistral-Medium-3.5","HS","A","B_batch",0.70209429255884
"Mistral-Medium-3.5","HS","A","B_batch_conf",0.712237944688296
"Mistral-Medium-3.5","HS","A","B_conf",0.80899546624473
"Mistral-Medium-3.5","HS","A","C.HS",0.850597301152491
"Mistral-Medium-3.5","HS","A","C.HS_batch",0.715475748259265
"Mistral-Medium-3.5","HS","A","C.HS_batch_conf",0.727485394441927
"Mistral-Medium-3.5","HS","A","C.HS_conf",0.860934640801016
"Mistral-Medium-3.5","HS","A_batch","A_batch_conf",0.853479853479853
"Mistral-Medium-3.5","HS","A_batch","A_conf",0.790351303221629
"Mistral-Medium-3.5","HS","A_batch","B",0.683628318584071
"Mistral-Medium-3.5","HS","A_batch","B_batch",0.723565441650548
"Mistral-Medium-3.5","HS","A_batch","B_batch_conf",0.721655668866227
"Mistral-Medium-3.5","HS","A_batch","B_conf",0.671094244149273
"Mistral-Medium-3.5","HS","A_batch","C.HS",0.74754217744872
"Mistral-Medium-3.5","HS","A_batch","C.HS_batch",0.6982890314696
"Mistral-Medium-3.5","HS","A_batch","C.HS_batch_conf",0.724946185123176
"Mistral-Medium-3.5","HS","A_batch","C.HS_conf",0.75206285285641
"Mistral-Medium-3.5","HS","A_batch_conf","A_conf",0.792219441360406
"Mistral-Medium-3.5","HS","A_batch_conf","B",0.739432121704796
"Mistral-Medium-3.5","HS","A_batch_conf","B_batch",0.741399784994625
"Mistral-Medium-3.5","HS","A_batch_conf","B_batch_conf",0.751550866078153
"Mistral-Medium-3.5","HS","A_batch_conf","B_conf",0.714796781737634
"Mistral-Medium-3.5","HS","A_batch_conf","C.HS",0.771117900931675
"Mistral-Medium-3.5","HS","A_batch_conf","C.HS_batch",0.746642830664737
"Mistral-Medium-3.5","HS","A_batch_conf","C.HS_batch_conf",0.762278655875511
"Mistral-Medium-3.5","HS","A_batch_conf","C.HS_conf",0.77568519722034
"Mistral-Medium-3.5","HS","A_conf","B",0.783203352345478
"Mistral-Medium-3.5","HS","A_conf","B_batch",0.697066726939401
"Mistral-Medium-3.5","HS","A_conf","B_batch_conf",0.712267240572658
"Mistral-Medium-3.5","HS","A_conf","B_conf",0.789585740511563
"Mistral-Medium-3.5","HS","A_conf","C.HS",0.849593982499354
"Mistral-Medium-3.5","HS","A_conf","C.HS_batch",0.700103164511408
"Mistral-Medium-3.5","HS","A_conf","C.HS_batch_conf",0.713834247819541
"Mistral-Medium-3.5","HS","A_conf","C.HS_conf",0.849601095829554
"Mistral-Medium-3.5","HS","B","B_batch",0.693563378645289
"Mistral-Medium-3.5","HS","B","B_batch_conf",0.696728430804864
"Mistral-Medium-3.5","HS","B","B_conf",0.887094662826794
"Mistral-Medium-3.5","HS","B","C.HS",0.769416534119564
"Mistral-Medium-3.5","HS","B","C.HS_batch",0.721896401679973
"Mistral-Medium-3.5","HS","B","C.HS_batch_conf",0.702208858563664
"Mistral-Medium-3.5","HS","B","C.HS_conf",0.823649660255672
"Mistral-Medium-3.5","HS","B_batch","B_batch_conf",0.845362426955116
"Mistral-Medium-3.5","HS","B_batch","B_conf",0.665630633794573
"Mistral-Medium-3.5","HS","B_batch","C.HS",0.686958650297507
"Mistral-Medium-3.5","HS","B_batch","C.HS_batch",0.799578816378299
"Mistral-Medium-3.5","HS","B_batch","C.HS_batch_conf",0.81555191826005
"Mistral-Medium-3.5","HS","B_batch","C.HS_conf",0.696318301473663
"Mistral-Medium-3.5","HS","B_batch_conf","B_conf",0.682125385495877
"Mistral-Medium-3.5","HS","B_batch_conf","C.HS",0.685066377717667
"Mistral-Medium-3.5","HS","B_batch_conf","C.HS_batch",0.786318422776818
"Mistral-Medium-3.5","HS","B_batch_conf","C.HS_batch_conf",0.814326877147568
"Mistral-Medium-3.5","HS","B_batch_conf","C.HS_conf",0.698769849461379
"Mistral-Medium-3.5","HS","B_conf","C.HS",0.768363655377897
"Mistral-Medium-3.5","HS","B_conf","C.HS_batch",0.708256137320769
"Mistral-Medium-3.5","HS","B_conf","C.HS_batch_conf",0.690614781188214
"Mistral-Medium-3.5","HS","B_conf","C.HS_conf",0.830427164118968
"Mistral-Medium-3.5","HS","C.HS","C.HS_batch",0.67992796005421
"Mistral-Medium-3.5","HS","C.HS","C.HS_batch_conf",0.697589735775834
"Mistral-Medium-3.5","HS","C.HS","C.HS_conf",0.855038715457962
"Mistral-Medium-3.5","HS","C.HS_batch","C.HS_batch_conf",0.839484447826501
"Mistral-Medium-3.5","HS","C.HS_batch","C.HS_conf",0.699252787269008
"Mistral-Medium-3.5","HS","C.HS_batch_conf","C.HS_conf",0.718553502292759
"Llama-3.1-8B","HS","A","A_batch",0.432186891628812
"Llama-3.1-8B","HS","A","A_batch_conf",0.341578038103906
"Llama-3.1-8B","HS","A","A_conf",0.748418790026791
"Llama-3.1-8B","HS","A","B",0.441413102241647
"Llama-3.1-8B","HS","A","B_batch",0.44903882907562
"Llama-3.1-8B","HS","A","B_batch_conf",0.285653436317557
"Llama-3.1-8B","HS","A","B_conf",0.453259545890169
"Llama-3.1-8B","HS","A","C.HS",0.55584073182667
"Llama-3.1-8B","HS","A","C.HS_batch",0.373106326364095
"Llama-3.1-8B","HS","A","C.HS_batch_conf",0.412340536967989
"Llama-3.1-8B","HS","A","C.HS_conf",0.469852074627546
"Llama-3.1-8B","HS","A_batch","A_batch_conf",0.525370838129634
"Llama-3.1-8B","HS","A_batch","A_conf",0.374054850520975
"Llama-3.1-8B","HS","A_batch","B",0.269850462033616
"Llama-3.1-8B","HS","A_batch","B_batch",0.587557578595463
"Llama-3.1-8B","HS","A_batch","B_batch_conf",0.261533378691283
"Llama-3.1-8B","HS","A_batch","B_conf",0.247252084262868
"Llama-3.1-8B","HS","A_batch","C.HS",0.383708102365744
"Llama-3.1-8B","HS","A_batch","C.HS_batch",0.525712360134897
"Llama-3.1-8B","HS","A_batch","C.HS_batch_conf",0.524169971422773
"Llama-3.1-8B","HS","A_batch","C.HS_conf",0.247332343805678
"Llama-3.1-8B","HS","A_batch_conf","A_conf",0.317605366093815
"Llama-3.1-8B","HS","A_batch_conf","B",0.227606979223239
"Llama-3.1-8B","HS","A_batch_conf","B_batch",0.529311123898829
"Llama-3.1-8B","HS","A_batch_conf","B_batch_conf",0.301075444614112
"Llama-3.1-8B","HS","A_batch_conf","B_conf",0.226215840360978
"Llama-3.1-8B","HS","A_batch_conf","C.HS",0.286498884625249
"Llama-3.1-8B","HS","A_batch_conf","C.HS_batch",0.388557990860413
"Llama-3.1-8B","HS","A_batch_conf","C.HS_batch_conf",0.516097234585307
"Llama-3.1-8B","HS","A_batch_conf","C.HS_conf",0.210084070606543
"Llama-3.1-8B","HS","A_conf","B",0.433350136520812
"Llama-3.1-8B","HS","A_conf","B_batch",0.394921022347993
"Llama-3.1-8B","HS","A_conf","B_batch_conf",0.299386073832599
"Llama-3.1-8B","HS","A_conf","B_conf",0.45390229459079
"Llama-3.1-8B","HS","A_conf","C.HS",0.524259917034631
"Llama-3.1-8B","HS","A_conf","C.HS_batch",0.309629537781153
"Llama-3.1-8B","HS","A_conf","C.HS_batch_conf",0.380284614835532
"Llama-3.1-8B","HS","A_conf","C.HS_conf",0.468138596094851
"Llama-3.1-8B","HS","B","B_batch",0.278012488319637
"Llama-3.1-8B","HS","B","B_batch_conf",0.162018595011762
"Llama-3.1-8B","HS","B","B_conf",0.350933504184385
"Llama-3.1-8B","HS","B","C.HS",0.371424220384865
"Llama-3.1-8B","HS","B","C.HS_batch",0.21285059981556
"Llama-3.1-8B","HS","B","C.HS_batch_conf",0.283916616810997
"Llama-3.1-8B","HS","B","C.HS_conf",0.372600633115672
"Llama-3.1-8B","HS","B_batch","B_batch_conf",0.336859391738888
"Llama-3.1-8B","HS","B_batch","B_conf",0.275763402018476
"Llama-3.1-8B","HS","B_batch","C.HS",0.395631837260006
"Llama-3.1-8B","HS","B_batch","C.HS_batch",0.518558111018535
"Llama-3.1-8B","HS","B_batch","C.HS_batch_conf",0.673305029624286
"Llama-3.1-8B","HS","B_batch","C.HS_conf",0.280932054415137
"Llama-3.1-8B","HS","B_batch_conf","B_conf",0.230156203789618
"Llama-3.1-8B","HS","B_batch_conf","C.HS",0.229162803073673
"Llama-3.1-8B","HS","B_batch_conf","C.HS_batch",0.192048011042437
"Llama-3.1-8B","HS","B_batch_conf","C.HS_batch_conf",0.341221408318397
"Llama-3.1-8B","HS","B_batch_conf","C.HS_conf",0.199680774077773
"Llama-3.1-8B","HS","B_conf","C.HS",0.3569864641581
"Llama-3.1-8B","HS","B_conf","C.HS_batch",0.197313813232308
"Llama-3.1-8B","HS","B_conf","C.HS_batch_conf",0.25541334621267
"Llama-3.1-8B","HS","B_conf","C.HS_conf",0.41609846766558
"Llama-3.1-8B","HS","C.HS","C.HS_batch",0.346597791002953
"Llama-3.1-8B","HS","C.HS","C.HS_batch_conf",0.375064865746438
"Llama-3.1-8B","HS","C.HS","C.HS_conf",0.37517457958524
"Llama-3.1-8B","HS","C.HS_batch","C.HS_batch_conf",0.488944269535349
"Llama-3.1-8B","HS","C.HS_batch","C.HS_conf",0.212585340537666
"Llama-3.1-8B","HS","C.HS_batch_conf","C.HS_conf",0.254138525625107
"Llama-3.1-70B","HS","A","A_batch",0.764395837565744
"Llama-3.1-70B","HS","A","A_batch_conf",0.769310839577258
"Llama-3.1-70B","HS","A","A_conf",0.827830147695668
"Llama-3.1-70B","HS","A","B",0.759569330341307
"Llama-3.1-70B","HS","A","B_batch",0.675320302534137
"Llama-3.1-70B","HS","A","B_batch_conf",0.668486403637178
"Llama-3.1-70B","HS","A","B_conf",0.78857754975475
"Llama-3.1-70B","HS","A","C.HS",0.807295749965412
"Llama-3.1-70B","HS","A","C.HS_batch",0.692787329184066
"Llama-3.1-70B","HS","A","C.HS_batch_conf",0.679059184924952
"Llama-3.1-70B","HS","A","C.HS_conf",0.758940195232214
"Llama-3.1-70B","HS","A_batch","A_batch_conf",0.845142989463934
"Llama-3.1-70B","HS","A_batch","A_conf",0.75702334803725
"Llama-3.1-70B","HS","A_batch","B",0.748108604963586
"Llama-3.1-70B","HS","A_batch","B_batch",0.743932711541706
"Llama-3.1-70B","HS","A_batch","B_batch_conf",0.747628604878981
"Llama-3.1-70B","HS","A_batch","B_conf",0.720514649277725
"Llama-3.1-70B","HS","A_batch","C.HS",0.76640002794467
"Llama-3.1-70B","HS","A_batch","C.HS_batch",0.761467241501166
"Llama-3.1-70B","HS","A_batch","C.HS_batch_conf",0.730404423154834
"Llama-3.1-70B","HS","A_batch","C.HS_conf",0.749613647170709
"Llama-3.1-70B","HS","A_batch_conf","A_conf",0.764516831142128
"Llama-3.1-70B","HS","A_batch_conf","B",0.734793353716312
"Llama-3.1-70B","HS","A_batch_conf","B_batch",0.753095040951307
"Llama-3.1-70B","HS","A_batch_conf","B_batch_conf",0.758066910084009
"Llama-3.1-70B","HS","A_batch_conf","B_conf",0.708688557737975
